family,regime,method,seeds,steps_per_seed,step_decisions,success_rate,collision_rate,mean_return,mean_attention_used,mean_attention_cost,mean_info_gain,mean_final_uncertainty,mean_horizon_slack,mean_missed_control_cost,mean_risk_exposure,mean_utility_cost,utility_winner,success_gap_to_best,utility_gap_to_best,pareto_efficient
cheap_attention_control,delayed_observation,adaptive_budget,80,160,12800,0.8005419889176357,0.19153714739074434,2.558682973871922,6.0,0.39690000000000003,0.40709237434019724,1.4412038549818422,31.92138719999997,5.824608,41.599825275388454,1.2477526780521682,False,0.05319315210793185,0.3187321959822239,False
cheap_attention_control,delayed_observation,compute_aware_budget,80,160,12800,0.7825520901686372,0.21181735402058896,2.392519329816234,5.0,0.33075,0.28904116591178847,1.6218716521121421,34.00115599999998,4.85384,46.814735551634215,1.3447909373051241,False,0.07118305085693033,0.41577045523517986,False
cheap_attention_control,delayed_observation,fixed_budget,80,160,12800,0.6853093923762511,0.3111833220246605,1.4709799784660778,4.0,0.2646,0.1820554384321374,1.8050983932482376,36.08092479999999,3.883072,72.36598446696688,1.9172017364649077,False,0.16842574864931648,0.9881812543949634,True
cheap_attention_control,delayed_observation,greedy_info,80,160,12800,0.10213972271553715,0.08950950975689975,-0.8066725448475579,42.97070305491836,2.8425120070828496,1.0771748071578584,0.7373502123618619,-44.9691275276839,41.71458346321698,23.056957940342656,4.34653242578338,False,0.7515954183100304,3.4175119437134356,False
cheap_attention_control,delayed_observation,horizon_aware_budget,80,160,12800,0.8230694627217888,0.21181735402058896,2.5748475063054155,5.0,0.33075,0.28904116591178847,1.6218716521121421,34.62952913217874,4.85384,46.814735551634215,1.2394457686669302,False,0.030665678303778754,0.310425286596986,True
cheap_attention_control,delayed_observation,myopic_utility,80,160,12800,0.7524881277860099,0.18986979190234116,2.226722316146627,12.727438216083813,0.8419200379939442,0.7458512198737755,1.0269720640878175,17.929871094261216,12.355389742151251,41.171076721227635,1.4934692481908807,False,0.10124701323955765,0.5644487661209364,False
cheap_attention_control,delayed_observation,no_sensing,80,160,12800,0.3018581239328611,0.6980576557711244,-2.1320013866438208,0.0,0.0,0.0,3.1752432935597663,44.39999999999998,0.0,171.84795600177188,4.156433014229341,False,0.5518770170927065,3.2274125321593967,True
cheap_attention_control,delayed_observation,oracle_value_of_attention,80,160,12800,0.8537351410255676,0.13855298363568586,3.065980666669286,6.0,0.39690000000000003,0.4392086284915829,1.3956340517892736,32.54976033217873,5.824608,27.975326024087703,0.9290204820699443,True,0.0,0.0,True
cheap_attention_control,delayed_observation,periodic_sensing,80,160,12800,0.4976293481391058,0.16992487260658165,1.0416217540122104,20.0,1.323,0.8788919756971116,0.899041842113716,2.80462399999999,19.41536,36.04238318803234,2.224883565766706,False,0.35610579288646177,1.2958630836967617,False
cheap_attention_control,delayed_observation,randomized_budget,80,160,12800,0.7115256143335286,0.28288775137463645,1.7146578190170767,5.0,0.33075,0.28904116591178847,1.6218716521121421,34.00115599999998,4.85384,65.02046604393641,1.771154010337978,False,0.142209526692039,0.8421335282680337,False
